review,sentiment_label,confidence
五星好评，品种很多又便宜，零食小天堂，每次来都买一大包，店挺大！,positive (stars 4 and 5),0.9937
价格蛮实惠的，种类也很多，周杰伦一直代言买得起的东西[笑脸],positive (stars 4 and 5),0.9936
为什么这么多人排队结账只有一个收银员啊，明明店里有好几个在整理货架的店员，按需调整一下不行吗，每次来都是这样，周中下午，那队伍老长了，等结账的时间比挑选东西的时间久多了，而且旁边明明有很多机子，实在人手不够一定要先上架新产品的话改成自助结账机子也好啊,"negative (stars 1, 2 and 3)",0.8981
"路上看到的零食店，就顺便进去看看，零食还是很丰富的，应有尽有，种类很多，想要的基本都能买到
性价比：价格很亲民，并不贵，但有些价格还是相对于外面买稍微高一点
环境：店面不是很大，但是摆放的很好，干净整洁，也很明亮",positive (stars 4 and 5),0.9933
吃完小笼包在附近逛逛散散步，走着走着忽然一大片黄光闪着我们，我说豁啊！什么店这么招摇！抬头一看是没见过的店，看着有点像好特卖的性质，就进去逛逛，买了两个奶片！然后我抬头一看，哦哟！周杰伦，我心想果然猖狂，什么都敢放，也不怕侵权，结果定睛一看原来真的是官方代言，是我冒昧了[捂脸][捂脸]难怪一直放着周杰伦的歌！价格倒是都不贵还不错！??,positive (stars 4 and 5),0.6999
经常去的一家零食店，里面的零食种类都是蛮多的，平时我一个不是很爱吃零食的人都忍不住买很多，主要是价格划算，基本上都是散称的，论斤卖，对比了一下价格还是会划算的，而且还有代金券，就是离地铁有点距离，当然也是因为我买的多不好拎回去?,positive (stars 4 and 5),0.9915
店员纵容插队，连续叫排在后面三个人插队不排队结账，很差，已经投诉，等待后续客服给出处理结果,"negative (stars 1, 2 and 3)",0.9938
在四川北路靠近东宝兴路的零食很忙，原来的麦当劳的位置，这几年一下子开了好几家。店里货品零食的确是种类很多，价格也比较实惠。逛四川北路路过时会去买点小东西，有时候还有些联名的食玩，也算是一个特色，就还蛮不错的。,positive (stars 4 and 5),0.9933
"四川北路这家零食很忙很大很划算 晚上十点还是人气十足[亲亲][亲亲][亲亲]经常来～提前过六一[惊叹][惊叹][惊叹]旺仔联名有活动 打卡送手提袋 超可爱[亲亲][亲亲][亲亲]
周杰伦代言的放心买不是临期产品，日期新，各种小零食琳琅满目[比心][比心][比心]小姑娘的常逛必备好去处懂得都懂[呲牙][呲牙][呲牙]「旺旺碎冰冰」「旺仔牛奶片」「旺旺浪味仙田园蔬菜味」",positive (stars 4 and 5),0.9741
"价格实惠，品种很多，主打一个价格划算种类繁多！薯片/巧克力/饼干/软糖/冰淇淋/饮料…几乎应有尽有！！满满当当的货架真的可以一直逛！
小朋友的购物天堂，好多小包装小袋的零食，只要几个钢镚就能买到?拖个篮子随便逛",positive (stars 4 and 5),0.9936
把我的钱也收错了，回来看付款记录核对小票才发现，明明买了券也兑换了说，只有5张，明明买了8张券，回来看记录5张在美团，3张在大众，都核验了非说系统故障，只有5张，我也是后知后觉！我也纳了闷了，已经核验的系统看不出来吗？我对这家店的食物不太满意。,"negative (stars 1, 2 and 3)",0.9757
"口味：上海也有零食很忙了，这家离市区最近了，零食种类很多，价格也便宜，还很好吃，比来伊份好吃便宜太多了！
环境：在四川北路公园的西北角上，店铺很大，装潢明亮
服务：人太多排队要买单，不过服务员买单速度还是很快的
性价比：性价比很高！50块钱就可以买一大袋的零食，吃到爽！",positive (stars 4 and 5),0.9937
"一家专卖零食的店家
零食品种很是丰富，性价比也是很高的
每月固定有一天是会员日，顾客会更多一点
经常买的有卤蛋、多味花生、猪肉干
一般隔个两三天就会去一次[惊叹]
他们的小零嘴基本都是散装称零的
所以买多买少决定，方便",positive (stars 4 and 5),0.9922
新会员注册居然不送券，消费欲望瞬间减低了……拉拉杂杂买了一堆，都是散装的小零嘴，价格不便宜，也不怎么好吃，就当试吃吧。锅巴、鱼肠好吃一点，其他都很普通，可以在甄选一下进货渠道嘛，不要都是辣条口味的东西，店里那个称重的机器非常智能很有意思。,positive (stars 4 and 5),0.7857
有一个女的年纪稍微有点大，收银员，矮矮的，绑个头发，大概三十多岁，态度很不好，收完钱把袋子拿上来也不装好拿给客户，就随手扔旁边，很不负责任，这种没有经过培训，对客户态度很差！,"negative (stars 1, 2 and 3)",0.9753
"店挺好找的，带孩子去公园玩，偶然发现的！店面主要已黄色为主，非常醒目！里面零食挺多挺全的，还有各种饮料和冷饮
性价比：性价比很高，
服务：有问题联系客服反馈处理很快
里面人很多，还很人性化小小朋友零食推车",positive (stars 4 and 5),0.9937
孩子说要喝水溶C，经常来的零食很忙里买，收银员看我只买了2瓶饮料袋子也没给，我说有袋子吗？收银员瞥了我一下，意思大概就是只买2瓶饮料还要袋子？半死不活的拿出袋子一扔，自己装?[笑哭]?这家店是有规定说买水不给袋子的吗还是啥，还是我理解错了，太差了点，或者直接告诉我买的少没有袋子也行，什么东西,"negative (stars 1, 2 and 3)",0.9497
"零食很忙，每天都忙[呲牙]
这是一家零食专卖店铺，黄色门头超级醒目，店铺装修风格简洁，灯光明亮，好多零食正整齐陈列在货架上，有散装的，袋装的，礼盒?装的，琳琅满目，绝对是让人挑花眼的节奏[亲亲]
我小时候特别爱吃零食，是个嘴馋?的孩子??，总幻想着某一天能够走进一家满眼都是零食的店铺，买下各种零食，实现零食自由[奸笑]
店员服务态度很好，同时也很忙碌，
收银台排着长队，每个顾客基本上人手一个购物篮，篮里装满了大小零食[亲亲]
背景音乐循环?播放??着周董的歌，
原来周董是他们家的形象代言人，
猜想创始人是不是周董的“忠粉”，
小时候一边吃着零食，一边听着周董的歌，
长大后创业开了零食店，请来周董代言，
又有零食吃，又有自己崇拜的偶像代言，又能赚钱?
心愿达成[玫瑰]
真诚推荐[爱心][爱心][爱心]",positive (stars 4 and 5),0.9688
"又到周末 路过这家有好多零食 而且有很多没见过又便宜的零食 最喜欢囤东西了 这次买了一大堆回家 结账时也有代金劵很优惠 性价比拉满食验室玉米片  芝士味超浓郁 低卡无负担～日式鱼果 海苔味 偏甜 无反式脂肪 辣片 是那种脆脆的辣条 特别上瘾 抹茶曲奇 爱抹茶的一定爱这一款 但是抹茶没什么苦味 整体偏甜 黑金蟹黄锅巴 乌米做的 咸香酥脆 越嚼越香
??p7蜂蜜黄油薯片 yyds奶香奶香的 超酥脆
??p8巧克力绵绵豆 外面是一层可可粉里面是棉花糖 棉花糖很有嚼劲 加上可可粉中和了甜味 好吃
??p9脆升升薯条 奶香奶香的 酥脆又实心的薯条?",positive (stars 4 and 5),0.9936
挺好的，每次出去玩都会来买一些东西的,positive (stars 4 and 5),0.9913
零食很忙位于虹口四川北路虬江路，离家近，没事去逛逛，平价零食，店内货架井然有序，各类怀旧零食以及网红零食种类齐全，价格比较实惠，店里的店员整理和补货物很快，结账也不拖沓，环境敞亮，就是糕点类食品生产日期都快过了一个月,positive (stars 4 and 5),0.9904
"四川北路这边新开的零食很忙，记得之前这个位置好像是麦当劳，下班一直会路过，今天准备买点零食就进店看看。
总体的模式和某特卖挺像的，零食种类比较多，有些打折还蛮便宜的，门店挺大的看得我眼花缭乱。
下班这个店店里人蛮多的，生意挺好的，团购的话有代金券性价比还可以。",positive (stars 4 and 5),0.992
里面非常大，零食也很齐全，隔段时间总要去采购一批,positive (stars 4 and 5),0.9936
以前只有在湖南有，现在开在了上海，真的很惊喜[点赞]，就在四川北路，附近交通很方便。里面的零食种类很多很多，辣条、薯片、糖果?、饮料等等，都摆放的整齐有序，看着很舒服。[强]价格也很实惠。会员还能积分兑换小礼品。,positive (stars 4 and 5),0.9935
"这个月点了这家好几次外卖了，每次都是收获满满哦[鼓掌]，关键价格还挺便宜的哦，外卖的券也可以使用，很划算，（那我这几个月在楼下便利店买的零食算什么[流泪][流泪]）
这家外卖速度很快哦，我离这边也就3公里左右只用了20分钟左右哦，很便利[强]
花椒锅巴和威化饼干好吃[笑脸]",positive (stars 4 and 5),0.9894
"种类很多
很不错的零食店
感觉比来伊份好
是周董代言的嘛",positive (stars 4 and 5),0.9937
买个东西还需要接受你们的脾气？服务差 你们零食很忙就是这样对待顾客的？ 还是说你就是证明你零食很忙的,"negative (stars 1, 2 and 3)",0.9935
"四川北路新开的一家零食店，经常开这家店买零食，点评上有抵扣卷很划算，里面的零食饮料很齐全，牛奶啥的全都有，而且价钱实惠，店面很大！
服务态度也很好，补货很快，买了两大袋才花了100多，比超市划算，推荐推荐",positive (stars 4 and 5),0.9938
"性价比：还行吧！
环境：不错好像是连锁的
服务：服务态度还可以",positive (stars 4 and 5),0.9311
